Producto,Cantidad,Precio_Unitario,Fecha_Venta,Vendedor
Monitor, 2,391 USD,2026.01.01,Sara Ruiz
Teclado,1,76 USD,01-01-2026,Valeria Sosa
Mouse,3 ,269 USD,2026.01.01,Diego Díaz
Monitor,cuatro,431 USD,2026-01-01,Facundo Acosta
Teclado,cuatro,684 USD,01-01-2026,Juan Pérez
Mouse,1,683 USD,2026-01-01,Juan Pérez
Monitor,1,938 USD,2026-01-01,Juan Pérez
Teclado,3 ,326 USD,2026-01-01,Sara Ruiz
Monitor,5,755 USD,2026-01-01,Facundo Acosta
Mouse,cuatro,596 USD,2026.01.01,Lucía Sánchez
Monitor, 2,63 USD,01-01-2026,Facundo Acosta
Laptop, 2,487 USD,01-01-2026,Sara Ruiz
Teclado,cuatro,934 USD,2026-01-01,Ana Martínez
Monitor,3 ,466 USD,2026.01.01,María García
Mouse,1,328 USD,2026.01.01,Andrés Benítez
Mouse, 2,633 USD,01-01-2026,María García
Mouse,5,998 USD,2026-01-01,Facundo Acosta
Mouse,cuatro,231 USD,2026-01-01,Sara Ruiz
Monitor,1,537 USD,2026-01-01,Sara Ruiz
Monitor,5,320 USD,2026-01-01,Andrés Benítez
Monitor,5,715 USD,2026.01.01,Andrés Benítez
Mouse, 2,661 USD,01-01-2026,Valeria Sosa
Mouse,cuatro,111 USD,01-01-2026,Juan Pérez
Teclado,5,152 USD,2026.01.01,Facundo Acosta
Monitor,cuatro,942 USD,2026.01.01,Facundo Acosta
Mouse, 2,621 USD,2026.01.01,Ana Martínez
Monitor,1,260 USD,2026.01.01,Lucía Sánchez
Laptop,cuatro,438 USD,2026.01.01,Pedro Gómez
Teclado,1,45 USD,01-01-2026,Diego Díaz
Laptop,1,565 USD,2026.01.01,María García
Laptop,1,598 USD,2026-01-01,Carlos López
Mouse,1,284 USD,2026-01-01,Pedro Gómez
Teclado,1,511 USD,2026-01-01,Diego Díaz
Monitor,3 ,413 USD,2026.01.01,Andrés Benítez
Laptop,1,848 USD,01-01-2026,Sara Ruiz
Laptop,3 ,136 USD,2026-01-01,Valeria Sosa
Monitor, 2,782 USD,2026.01.01,Sofía Giménez
Mouse,1,353 USD,2026-01-01,Pedro Gómez
Monitor,cuatro,664 USD,2026-01-01,Valeria Sosa
Laptop,5,730 USD,2026-01-01,Jorge Romero
Monitor,cuatro,268 USD,2026.01.01,Diego Díaz
Laptop,cuatro,295 USD,01-01-2026,Andrés Benítez
Laptop,cuatro,248 USD,2026-01-01,Lucía Sánchez
Teclado,1,632 USD,2026.01.01,Elena Torres
Mouse,cuatro,966 USD,01-01-2026,Sofía Giménez
Mouse,cuatro,318 USD,2026-01-01,Andrés Benítez
Mouse,3 ,146 USD,01-01-2026,Elena Torres
Monitor,1,229 USD,2026-01-01,María García
Laptop,1,672 USD,2026.01.01,Diego Díaz
Teclado,1,991 USD,2026-01-01,Carlos López
Laptop,5,546 USD,2026.01.01,Juan Pérez
Monitor,5,492 USD,2026-01-01,Andrés Benítez
Laptop,cuatro,399 USD,2026.01.01,Sara Ruiz
Mouse,5,828 USD,2026-01-01,Lucía Sánchez
Mouse,3 ,156 USD,2026.01.01,Carlos López
Teclado,1,275 USD,2026-01-01,María García
Monitor,1,885 USD,2026.01.01,Pedro Gómez
Laptop,3 ,82 USD,2026.01.01,Elena Torres
Teclado,cuatro,845 USD,2026.01.01,Sara Ruiz
Monitor,3 ,570 USD,2026.01.01,Jorge Romero
Laptop, 2,836 USD,2026.01.01,Jorge Romero
Monitor,cuatro,189 USD,01-01-2026,Ana Martínez
Monitor, 2,466 USD,2026-01-01,Carlos López
Mouse,1,224 USD,01-01-2026,Jorge Romero
Monitor,1,322 USD,2026-01-01,María García
Monitor,3 ,439 USD,01-01-2026,Valeria Sosa
Monitor,5,547 USD,01-01-2026,Elena Torres
Mouse,1,776 USD,2026.01.01,Luis Fernández
Mouse,1,769 USD,2026-01-01,Ana Martínez
Mouse,cuatro,723 USD,2026-01-01,Jorge Romero
Mouse, 2,550 USD,2026.01.01,Sara Ruiz
Teclado,1,465 USD,2026.01.01,Pedro Gómez
Mouse,3 ,698 USD,2026-01-01,Sofía Giménez
Laptop,cuatro,252 USD,2026-01-01,Pedro Gómez
Teclado,5,178 USD,01-01-2026,Pedro Gómez
Mouse,1,475 USD,01-01-2026,Sofía Giménez
Monitor,5,28 USD,01-01-2026,Sara Ruiz
Monitor,3 ,823 USD,2026-01-01,Facundo Acosta
Mouse,cuatro,814 USD,2026.01.01,Facundo Acosta
Laptop,5,35 USD,01-01-2026,Luis Fernández
Laptop, 2,637 USD,2026-01-01,Sara Ruiz
Teclado, 2,666 USD,01-01-2026,María García
Monitor,5,921 USD,2026.01.01,Diego Díaz
Monitor,5,38 USD,2026-01-01,Carlos López
Mouse,1,150 USD,01-01-2026,Facundo Acosta
Mouse,1,857 USD,01-01-2026,Juan Pérez
Mouse,5,746 USD,01-01-2026,Pedro Gómez
Mouse,cuatro,558 USD,2026.01.01,Ana Martínez
Laptop,3 ,227 USD,2026.01.01,Jorge Romero
Laptop,cuatro,959 USD,2026.01.01,María García
Monitor,3 ,651 USD,2026-01-01,Carlos López
Laptop,1,307 USD,01-01-2026,Diego Díaz
Monitor,1,178 USD,01-01-2026,Andrés Benítez
Teclado,cuatro,971 USD,2026-01-01,Carlos López
Laptop, 2,478 USD,2026.01.01,Jorge Romero
Mouse,1,494 USD,01-01-2026,Pedro Gómez
Teclado,5,874 USD,2026.01.01,Carlos López
Teclado,cuatro,21 USD,01-01-2026,Juan Pérez
Monitor,1,551 USD,2026-01-01,Diego Díaz
Laptop,3 ,415 USD,01-01-2026,Diego Díaz
Laptop,3 ,882 USD,01-01-2026,María García
Teclado,1,821 USD,2026.01.01,Carlos López
Laptop, 2,681 USD,2026.01.01,Jorge Romero
Mouse,5,755 USD,2026.01.01,Carlos López
Laptop,5,572 USD,2026.01.01,Valeria Sosa
Mouse,5,836 USD,2026-01-01,Andrés Benítez
Monitor,5,516 USD,2026.01.01,Diego Díaz
Monitor, 2,20 USD,01-01-2026,Lucía Sánchez
Teclado, 2,195 USD,2026-01-01,Elena Torres
Mouse,1,20 USD,2026.01.01,Carlos López
Mouse,3 ,563 USD,2026-01-01,Juan Pérez
Teclado,cuatro,942 USD,01-01-2026,Lucía Sánchez
Laptop,3 ,131 USD,2026-01-01,Sara Ruiz
Laptop,1,342 USD,2026-01-01,Elena Torres
Monitor, 2,246 USD,01-01-2026,María García
Mouse, 2,594 USD,2026-01-01,Jorge Romero
Laptop,5,923 USD,2026.01.01,María García
Teclado,5,854 USD,2026-01-01,Diego Díaz
Mouse, 2,831 USD,2026.01.01,Sofía Giménez
Laptop,3 ,808 USD,2026.01.01,Carlos López
Monitor,1,830 USD,2026.01.01,Carlos López
Monitor, 2,465 USD,2026.01.01,Juan Pérez
Laptop,5,646 USD,2026-01-01,Andrés Benítez
Laptop,5,315 USD,2026-01-01,María García
Laptop,1,885 USD,01-01-2026,Lucía Sánchez
Mouse, 2,162 USD,2026.01.01,Andrés Benítez
Monitor,3 ,244 USD,01-01-2026,Luis Fernández
Mouse,1,671 USD,2026-01-01,Sofía Giménez
Teclado,1,814 USD,2026-01-01,Pedro Gómez
Teclado, 2,292 USD,2026-01-01,Elena Torres
Laptop,3 ,146 USD,2026.01.01,Diego Díaz
Teclado,1,831 USD,2026-01-01,Jorge Romero
Mouse,1,372 USD,2026.01.01,Juan Pérez
Monitor,5,357 USD,2026.01.01,Facundo Acosta
Teclado,1,268 USD,2026.01.01,Jorge Romero
Mouse, 2,802 USD,01-01-2026,Luis Fernández
Teclado, 2,995 USD,01-01-2026,Pedro Gómez
Mouse,1,740 USD,2026-01-01,Valeria Sosa
Laptop,5,570 USD,2026.01.01,Valeria Sosa
Monitor,cuatro,716 USD,2026-01-01,Andrés Benítez
Teclado,cuatro,867 USD,2026-01-01,Lucía Sánchez
Laptop,cuatro,520 USD,2026-01-01,Sara Ruiz
Laptop,1,769 USD,01-01-2026,Valeria Sosa
Monitor,3 ,514 USD,2026.01.01,Sara Ruiz
Laptop,cuatro,204 USD,2026-01-01,Sara Ruiz
Laptop,5,580 USD,01-01-2026,Pedro Gómez
Monitor,5,970 USD,2026-01-01,Pedro Gómez
Mouse, 2,754 USD,2026.01.01,Facundo Acosta
Monitor,1,256 USD,01-01-2026,Andrés Benítez
Monitor,5,294 USD,01-01-2026,Valeria Sosa
Laptop,1,68 USD,2026.01.01,Luis Fernández
Mouse, 2,818 USD,2026.01.01,Elena Torres
Monitor,5,243 USD,2026-01-01,Sofía Giménez
Laptop,1,361 USD,2026-01-01,Valeria Sosa
Monitor, 2,639 USD,01-01-2026,Jorge Romero
Monitor,1,294 USD,01-01-2026,Andrés Benítez
Laptop,cuatro,317 USD,01-01-2026,Sara Ruiz
Laptop,cuatro,863 USD,01-01-2026,Valeria Sosa
Monitor,5,696 USD,2026-01-01,Andrés Benítez
Laptop,cuatro,407 USD,2026.01.01,Elena Torres
Mouse,3 ,220 USD,01-01-2026,Andrés Benítez
Teclado, 2,782 USD,2026-01-01,Jorge Romero
Mouse,3 ,759 USD,2026.01.01,Carlos López
Teclado, 2,262 USD,01-01-2026,Valeria Sosa
Teclado, 2,806 USD,2026.01.01,Facundo Acosta
Monitor,1,745 USD,2026-01-01,Luis Fernández
Laptop,1,261 USD,2026-01-01,Carlos López
Laptop, 2,865 USD,2026-01-01,Ana Martínez
Laptop,cuatro,134 USD,01-01-2026,Sofía Giménez
Laptop,cuatro,570 USD,2026-01-01,Facundo Acosta
Mouse,1,779 USD,2026.01.01,Sara Ruiz
Monitor,5,641 USD,2026-01-01,Sofía Giménez
Mouse,1,447 USD,01-01-2026,Elena Torres
Monitor,3 ,217 USD,01-01-2026,Diego Díaz
Mouse, 2,280 USD,01-01-2026,Ana Martínez
Teclado,5,833 USD,2026-01-01,Facundo Acosta
Mouse,cuatro,910 USD,2026.01.01,María García
Teclado,1,354 USD,01-01-2026,Lucía Sánchez
Monitor,5,521 USD,2026.01.01,Sofía Giménez
Teclado,1,98 USD,2026.01.01,Sofía Giménez
Teclado,5,201 USD,2026-01-01,Facundo Acosta
Teclado,1,522 USD,2026-01-01,Lucía Sánchez
Monitor,3 ,695 USD,2026.01.01,Elena Torres
Laptop,cuatro,401 USD,01-01-2026,Juan Pérez
Laptop,1,451 USD,2026-01-01,Lucía Sánchez
Monitor, 2,829 USD,2026.01.01,Sofía Giménez
Mouse,5,33 USD,2026.01.01,Andrés Benítez
Laptop, 2,718 USD,2026.01.01,Facundo Acosta
Teclado,3 ,718 USD,2026-01-01,Andrés Benítez
Teclado,5,209 USD,2026-01-01,Sofía Giménez
Mouse,cuatro,270 USD,2026.01.01,Valeria Sosa
Monitor, 2,916 USD,2026.01.01,Lucía Sánchez
Monitor,1,311 USD,2026.01.01,Sofía Giménez
Laptop,1,466 USD,2026.01.01,Facundo Acosta
Teclado, 2,944 USD,01-01-2026,María García
Teclado,cuatro,30 USD,2026-01-01,Pedro Gómez
Monitor,1,624 USD,2026.01.01,Sofía Giménez
Teclado,1,941 USD,2026.01.01,Jorge Romero
Teclado,3 ,78 USD,2026-01-01,Andrés Benítez
Monitor,cuatro,258 USD,01-01-2026,Sofía Giménez
Teclado, 2,660 USD,2026.01.01,Luis Fernández
Monitor,cuatro,630 USD,2026.01.01,Sara Ruiz
Teclado,cuatro,975 USD,01-01-2026,Lucía Sánchez
Laptop, 2,76 USD,2026-01-01,Sofía Giménez
Monitor,1,698 USD,2026-01-01,María García
Teclado,3 ,81 USD,01-01-2026,Luis Fernández
Teclado, 2,530 USD,01-01-2026,Jorge Romero
Mouse,1,642 USD,2026-01-01,Juan Pérez
Teclado,3 ,41 USD,2026.01.01,Ana Martínez
Teclado,cuatro,247 USD,2026.01.01,Sofía Giménez
Mouse,5,385 USD,01-01-2026,Pedro Gómez
Monitor,3 ,673 USD,01-01-2026,Pedro Gómez
Teclado,3 ,149 USD,01-01-2026,Andrés Benítez
Laptop,3 ,824 USD,2026-01-01,Pedro Gómez
Monitor,1,58 USD,2026-01-01,Facundo Acosta
Monitor, 2,701 USD,2026.01.01,Andrés Benítez
Mouse,cuatro,239 USD,01-01-2026,Andrés Benítez
Mouse, 2,943 USD,2026-01-01,Facundo Acosta
Teclado,cuatro,315 USD,2026-01-01,Carlos López
Laptop,5,58 USD,01-01-2026,Valeria Sosa
Teclado,5,473 USD,01-01-2026,Juan Pérez
Laptop,3 ,830 USD,2026.01.01,Pedro Gómez
Teclado,1,620 USD,01-01-2026,Pedro Gómez
Monitor,cuatro,718 USD,2026.01.01,Ana Martínez
Mouse,5,497 USD,2026-01-01,Jorge Romero
Monitor,cuatro,872 USD,2026.01.01,Valeria Sosa
Mouse,1,626 USD,2026-01-01,Carlos López
Mouse,cuatro,477 USD,01-01-2026,Andrés Benítez
Mouse,1,808 USD,2026-01-01,Ana Martínez
Mouse,5,164 USD,2026-01-01,Valeria Sosa
Laptop,1,320 USD,2026.01.01,Elena Torres
Mouse, 2,86 USD,01-01-2026,Valeria Sosa
Mouse,5,538 USD,2026.01.01,Pedro Gómez
Laptop,3 ,552 USD,2026.01.01,María García
Teclado,3 ,346 USD,2026-01-01,Sofía Giménez
Monitor,3 ,890 USD,2026.01.01,Diego Díaz
Teclado,cuatro,29 USD,2026.01.01,Facundo Acosta
Monitor,5,397 USD,2026.01.01,Andrés Benítez
Mouse,3 ,282 USD,2026-01-01,María García
Mouse,5,245 USD,2026.01.01,Valeria Sosa
Monitor,cuatro,138 USD,2026.01.01,Jorge Romero
Mouse,3 ,765 USD,01-01-2026,Sara Ruiz
Mouse,1,821 USD,01-01-2026,María García
Laptop,3 ,232 USD,2026.01.01,Ana Martínez
Teclado, 2,311 USD,2026-01-01,María García
Mouse, 2,74 USD,2026.01.01,Sofía Giménez
Mouse,cuatro,272 USD,2026-01-01,Pedro Gómez
Monitor,5,586 USD,2026-01-01,Sofía Giménez
Laptop,cuatro,48 USD,2026.01.01,Carlos López
Teclado,5,82 USD,2026-01-01,Pedro Gómez
Teclado,5,641 USD,2026.01.01,Valeria Sosa
Monitor,3 ,171 USD,01-01-2026,Ana Martínez
Teclado, 2,72 USD,2026.01.01,Lucía Sánchez
Laptop, 2,793 USD,2026.01.01,Luis Fernández
Laptop, 2,946 USD,2026.01.01,Facundo Acosta
Teclado,cuatro,863 USD,01-01-2026,Ana Martínez
Teclado,5,822 USD,01-01-2026,Carlos López
Teclado,3 ,746 USD,01-01-2026,Sofía Giménez
Mouse,cuatro,971 USD,2026-01-01,Lucía Sánchez
Laptop,cuatro,450 USD,2026-01-01,Lucía Sánchez
Teclado,1,906 USD,01-01-2026,Diego Díaz
Monitor, 2,554 USD,2026.01.01,Andrés Benítez
Laptop,cuatro,133 USD,2026-01-01,Lucía Sánchez
Teclado,3 ,642 USD,2026.01.01,María García
Laptop, 2,151 USD,2026-01-01,Andrés Benítez
Mouse,1,583 USD,2026.01.01,Valeria Sosa
Mouse,1,647 USD,2026-01-01,Luis Fernández
Teclado,1,841 USD,2026.01.01,Sara Ruiz
Mouse,cuatro,401 USD,2026.01.01,Lucía Sánchez
Laptop,5,814 USD,01-01-2026,Diego Díaz
Monitor,3 ,651 USD,2026-01-01,Carlos López
Monitor,3 ,167 USD,2026.01.01,Elena Torres
Monitor,1,449 USD,01-01-2026,Sara Ruiz
Monitor, 2,321 USD,01-01-2026,Ana Martínez
Mouse,cuatro,938 USD,2026-01-01,Andrés Benítez
Mouse,5,644 USD,01-01-2026,Juan Pérez
Monitor, 2,448 USD,2026-01-01,Lucía Sánchez
Mouse,1,958 USD,01-01-2026,Andrés Benítez
Monitor,1,123 USD,2026-01-01,Valeria Sosa
Monitor,3 ,66 USD,2026-01-01,Facundo Acosta
Laptop,cuatro,488 USD,01-01-2026,Juan Pérez
Mouse,5,410 USD,2026-01-01,Andrés Benítez
Teclado,1,800 USD,01-01-2026,Juan Pérez
Mouse,3 ,530 USD,01-01-2026,Pedro Gómez
Monitor,5,370 USD,2026-01-01,Lucía Sánchez
Laptop,1,201 USD,01-01-2026,María García
Laptop,cuatro,884 USD,2026.01.01,Lucía Sánchez
Laptop,cuatro,311 USD,01-01-2026,Elena Torres
Laptop,1,647 USD,2026-01-01,Pedro Gómez
Mouse,3 ,67 USD,2026-01-01,Valeria Sosa
Mouse, 2,954 USD,2026-01-01,Diego Díaz
Teclado,3 ,256 USD,2026-01-01,Juan Pérez
Laptop,5,198 USD,2026-01-01,Jorge Romero
Laptop, 2,314 USD,01-01-2026,Luis Fernández
Teclado, 2,322 USD,01-01-2026,Juan Pérez
Monitor,5,696 USD,2026.01.01,Luis Fernández
Monitor,3 ,960 USD,2026.01.01,Carlos López
Monitor, 2,281 USD,2026.01.01,Facundo Acosta
Laptop,5,24 USD,2026.01.01,Jorge Romero
Mouse, 2,944 USD,2026.01.01,Lucía Sánchez
Laptop,cuatro,878 USD,01-01-2026,María García
Mouse,3 ,71 USD,2026.01.01,Pedro Gómez
Laptop,1,515 USD,2026.01.01,Elena Torres
Mouse,1,473 USD,2026.01.01,Pedro Gómez
Mouse, 2,71 USD,01-01-2026,Diego Díaz
Monitor,5,181 USD,2026-01-01,Diego Díaz
Monitor,cuatro,770 USD,2026.01.01,Facundo Acosta
Teclado,3 ,733 USD,2026-01-01,Lucía Sánchez
Teclado,5,603 USD,01-01-2026,Jorge Romero
Laptop,cuatro,726 USD,2026.01.01,Elena Torres
Teclado,3 ,973 USD,2026.01.01,Sofía Giménez
Mouse,1,237 USD,2026.01.01,Diego Díaz
Teclado,5,107 USD,2026-01-01,Sofía Giménez
Mouse,cuatro,716 USD,2026-01-01,Sofía Giménez
Mouse,3 ,116 USD,2026-01-01,Carlos López
Teclado,5,460 USD,2026.01.01,Diego Díaz
Laptop,5,217 USD,2026.01.01,Juan Pérez
Teclado, 2,314 USD,2026-01-01,Lucía Sánchez
Mouse,cuatro,346 USD,01-01-2026,Sara Ruiz
Teclado,3 ,169 USD,2026-01-01,Sofía Giménez
Laptop,5,841 USD,2026-01-01,Sara Ruiz
Laptop, 2,452 USD,01-01-2026,Valeria Sosa
Monitor,cuatro,488 USD,2026-01-01,Andrés Benítez
Monitor,cuatro,757 USD,2026-01-01,Facundo Acosta
Laptop, 2,792 USD,2026.01.01,Elena Torres
Mouse, 2,564 USD,01-01-2026,Juan Pérez
Laptop,5,500 USD,2026.01.01,Juan Pérez
Monitor,cuatro,96 USD,2026.01.01,Andrés Benítez
Teclado,5,105 USD,2026.01.01,Ana Martínez
Monitor,cuatro,221 USD,2026-01-01,Facundo Acosta
Monitor,3 ,69 USD,2026-01-01,Diego Díaz
Teclado,5,156 USD,01-01-2026,Elena Torres
Monitor, 2,394 USD,2026-01-01,Pedro Gómez
Monitor,1,917 USD,2026-01-01,Lucía Sánchez
Mouse,5,661 USD,2026-01-01,Sara Ruiz
Mouse,cuatro,214 USD,2026-01-01,Elena Torres
Teclado,5,711 USD,2026-01-01,Jorge Romero
Monitor,3 ,383 USD,2026.01.01,Facundo Acosta
Monitor, 2,85 USD,2026.01.01,María García
Laptop, 2,631 USD,2026-01-01,Sara Ruiz
Laptop,3 ,836 USD,2026-01-01,Ana Martínez
Mouse,cuatro,364 USD,2026.01.01,Elena Torres
Mouse,3 ,446 USD,2026-01-01,Sofía Giménez
Teclado,5,105 USD,2026.01.01,Sofía Giménez
Monitor,cuatro,301 USD,2026.01.01,Juan Pérez
Teclado,cuatro,852 USD,2026-01-01,Andrés Benítez
Mouse,cuatro,462 USD,2026-01-01,Carlos López
Laptop,1,183 USD,2026.01.01,Juan Pérez
Laptop, 2,716 USD,2026.01.01,Andrés Benítez
Monitor,5,369 USD,2026-01-01,Pedro Gómez
Teclado, 2,572 USD,2026-01-01,Juan Pérez
Laptop,cuatro,277 USD,01-01-2026,Jorge Romero
Laptop,5,485 USD,2026.01.01,Carlos López
Mouse,cuatro,785 USD,2026-01-01,Jorge Romero
Mouse,1,212 USD,01-01-2026,Carlos López
Monitor,cuatro,334 USD,2026.01.01,Carlos López
Monitor,1,375 USD,2026-01-01,Facundo Acosta
Teclado,3 ,122 USD,2026.01.01,Jorge Romero
Laptop,5,713 USD,2026.01.01,Elena Torres
Monitor,5,285 USD,2026.01.01,Juan Pérez
Laptop,1,306 USD,01-01-2026,Pedro Gómez
Laptop,5,986 USD,2026.01.01,Carlos López
Laptop, 2,993 USD,2026.01.01,Diego Díaz
Teclado,1,702 USD,2026.01.01,Jorge Romero
Mouse,1,394 USD,2026-01-01,Carlos López
Laptop,5,384 USD,2026-01-01,Facundo Acosta
Mouse,cuatro,643 USD,01-01-2026,Pedro Gómez
Mouse, 2,158 USD,01-01-2026,Facundo Acosta
Mouse,1,725 USD,2026.01.01,Sofía Giménez
Mouse,1,760 USD,2026.01.01,Carlos López
Laptop,1,645 USD,2026-01-01,Luis Fernández
Monitor,1,661 USD,2026-01-01,Ana Martínez
Monitor, 2,825 USD,01-01-2026,Carlos López
Mouse, 2,763 USD,2026.01.01,María García
Laptop,3 ,846 USD,2026.01.01,Carlos López
Monitor,3 ,282 USD,2026.01.01,Sofía Giménez
Mouse, 2,288 USD,2026.01.01,Ana Martínez
Teclado, 2,158 USD,2026-01-01,Diego Díaz
Laptop,cuatro,545 USD,2026-01-01,Pedro Gómez
Teclado,3 ,395 USD,01-01-2026,Facundo Acosta
Monitor,5,538 USD,2026-01-01,Jorge Romero
Laptop,cuatro,598 USD,01-01-2026,Juan Pérez
Laptop,3 ,403 USD,2026-01-01,Diego Díaz
Monitor,1,609 USD,2026-01-01,Pedro Gómez
Laptop,3 ,874 USD,01-01-2026,Valeria Sosa
Monitor,5,289 USD,2026-01-01,Diego Díaz
Laptop,cuatro,95 USD,2026-01-01,Lucía Sánchez
Monitor,3 ,925 USD,2026-01-01,Valeria Sosa
Monitor,cuatro,870 USD,2026-01-01,Valeria Sosa
Mouse,3 ,647 USD,2026-01-01,Andrés Benítez
Laptop, 2,175 USD,2026-01-01,Valeria Sosa
Monitor,1,437 USD,2026.01.01,Pedro Gómez
Monitor,5,650 USD,2026-01-01,Ana Martínez
Mouse,1,967 USD,2026.01.01,Lucía Sánchez
Monitor, 2,108 USD,2026-01-01,Diego Díaz
Monitor, 2,871 USD,2026.01.01,Facundo Acosta
Mouse, 2,29 USD,2026-01-01,Ana Martínez
Laptop, 2,967 USD,2026-01-01,Juan Pérez
Teclado, 2,347 USD,2026.01.01,Pedro Gómez
Mouse,cuatro,795 USD,2026.01.01,Valeria Sosa
Laptop, 2,475 USD,2026-01-01,Valeria Sosa
Monitor,5,17 USD,2026-01-01,Andrés Benítez
Teclado,3 ,430 USD,2026.01.01,Pedro Gómez
Mouse,5,227 USD,01-01-2026,Carlos López
Mouse, 2,922 USD,2026.01.01,Jorge Romero
Monitor,cuatro,189 USD,2026.01.01,Luis Fernández
Laptop,1,705 USD,2026.01.01,Facundo Acosta
Teclado,5,906 USD,01-01-2026,Sara Ruiz
Laptop, 2,138 USD,01-01-2026,Carlos López
Teclado,3 ,241 USD,01-01-2026,Carlos López
Teclado,1,888 USD,01-01-2026,Luis Fernández
Monitor, 2,12 USD,2026.01.01,María García
Teclado, 2,974 USD,2026.01.01,Carlos López
Teclado,1,889 USD,01-01-2026,María García
Laptop,5,331 USD,2026-01-01,Facundo Acosta
Teclado,5,516 USD,2026.01.01,Sofía Giménez
Teclado,1,524 USD,01-01-2026,Elena Torres
Teclado,1,750 USD,2026.01.01,Elena Torres
Teclado,1,338 USD,01-01-2026,Valeria Sosa
Mouse,1,534 USD,2026.01.01,Jorge Romero
Laptop, 2,312 USD,2026.01.01,Lucía Sánchez
Teclado,5,234 USD,01-01-2026,Facundo Acosta
Monitor,3 ,106 USD,01-01-2026,Diego Díaz
Laptop,cuatro,811 USD,2026.01.01,Valeria Sosa
Mouse,cuatro,816 USD,2026-01-01,Ana Martínez
Teclado,1,213 USD,01-01-2026,Ana Martínez
Mouse,1,84 USD,2026-01-01,Sara Ruiz
Monitor, 2,616 USD,2026-01-01,Andrés Benítez
Laptop,3 ,387 USD,01-01-2026,Diego Díaz
Teclado,5,865 USD,01-01-2026,Luis Fernández
Monitor,1,92 USD,2026-01-01,Andrés Benítez
Mouse,3 ,612 USD,01-01-2026,Luis Fernández
Mouse, 2,218 USD,2026.01.01,Facundo Acosta
Teclado,cuatro,432 USD,2026-01-01,Diego Díaz
Laptop,5,569 USD,01-01-2026,María García
Laptop,cuatro,919 USD,2026-01-01,Valeria Sosa
Monitor,1,488 USD,01-01-2026,Andrés Benítez
Laptop,3 ,189 USD,2026.01.01,Diego Díaz
Teclado,5,507 USD,01-01-2026,Diego Díaz
Teclado,3 ,317 USD,2026-01-01,Luis Fernández
Monitor,1,800 USD,2026.01.01,Pedro Gómez
Mouse,3 ,432 USD,2026.01.01,Diego Díaz
Teclado,1,571 USD,2026.01.01,Valeria Sosa
Teclado,cuatro,668 USD,01-01-2026,Andrés Benítez
Mouse, 2,266 USD,01-01-2026,Elena Torres
Teclado,cuatro,687 USD,2026-01-01,María García
Teclado,3 ,750 USD,2026.01.01,Andrés Benítez
Monitor,3 ,647 USD,01-01-2026,Jorge Romero
Mouse,cuatro,394 USD,2026.01.01,Pedro Gómez
Mouse,3 ,286 USD,2026-01-01,Valeria Sosa
Laptop,1,178 USD,2026.01.01,Sara Ruiz
Mouse,5,555 USD,2026.01.01,Andrés Benítez
Mouse,cuatro,489 USD,2026-01-01,Lucía Sánchez
Teclado,5,855 USD,01-01-2026,Carlos López
Monitor,cuatro,808 USD,01-01-2026,Carlos López
Teclado,1,770 USD,01-01-2026,María García
Monitor,3 ,779 USD,2026-01-01,Elena Torres
Laptop,5,574 USD,2026-01-01,Carlos López
Laptop,cuatro,695 USD,2026.01.01,Diego Díaz
Laptop,5,817 USD,2026-01-01,María García
Monitor,cuatro,26 USD,2026.01.01,Juan Pérez
Monitor,3 ,615 USD,01-01-2026,Jorge Romero
Mouse, 2,381 USD,2026-01-01,Jorge Romero
Monitor,cuatro,411 USD,01-01-2026,María García
Mouse, 2,250 USD,2026.01.01,Lucía Sánchez
Mouse,5,964 USD,01-01-2026,María García
Teclado,5,854 USD,2026.01.01,Elena Torres
Laptop,5,429 USD,01-01-2026,Sofía Giménez
Teclado, 2,325 USD,2026.01.01,Valeria Sosa
Monitor,5,520 USD,2026.01.01,Ana Martínez
Laptop, 2,589 USD,2026.01.01,Carlos López
Laptop,1,678 USD,2026.01.01,Carlos López
Monitor, 2,667 USD,01-01-2026,Ana Martínez
Monitor,5,905 USD,2026-01-01,Jorge Romero
Teclado,1,284 USD,01-01-2026,Pedro Gómez
Teclado,5,782 USD,2026-01-01,Juan Pérez
Monitor,1,392 USD,2026-01-01,Pedro Gómez
Laptop,cuatro,761 USD,2026-01-01,Elena Torres
Teclado,1,391 USD,2026-01-01,Lucía Sánchez
Mouse,1,216 USD,2026.01.01,Elena Torres
Monitor, 2,640 USD,2026-01-01,Carlos López
Monitor,3 ,640 USD,2026.01.01,Juan Pérez
Teclado,5,108 USD,2026-01-01,Facundo Acosta
Laptop,3 ,173 USD,2026.01.01,Jorge Romero
Laptop,1,513 USD,2026-01-01,Sofía Giménez
Teclado,cuatro,293 USD,2026.01.01,Elena Torres
Monitor,3 ,723 USD,01-01-2026,Pedro Gómez
Laptop,1,644 USD,2026-01-01,Lucía Sánchez
Mouse,cuatro,415 USD,01-01-2026,Ana Martínez
Teclado,3 ,432 USD,01-01-2026,Ana Martínez
Laptop,cuatro,59 USD,2026.01.01,Facundo Acosta
Mouse, 2,646 USD,01-01-2026,Diego Díaz
Mouse,5,887 USD,2026-01-01,Facundo Acosta
Monitor,3 ,178 USD,01-01-2026,Valeria Sosa
Teclado,5,21 USD,2026.01.01,Sara Ruiz
Laptop,1,774 USD,2026.01.01,María García
